prvccID	language
KNIGHTS_NOT_DISMISS	任命为圆桌骑士的幻兽不能放生
QIYISHOU_NOT_DISMISS	O型奇异兽不能放生
TOTEM_REGISTER_NOT_DISMISS	登记为图腾的幻兽不能放生
KNIGHTS_NOT_SEAL	任命为圆桌骑士的幻兽不能封印
EUDEMON_BIND_NOT_SEAL	绑定的幻兽不能封印
TOTEM_REGISTER_NOT_SEAL	登记为图腾的幻兽不能封印
POST_EVOLUTIONARY_ACQUISITION	进化获得身份牌
FIND_TEAM	寻找队伍
TEAM_CHALLANGE	组队挑战
MY_TEAM	我的队伍
NO_TARGETID	请先设置子目标
DUPLICATE_COOLING_REMOVE	副本冷却中，是否需要使用{0}魔石清除冷却时间
ENHANCE_SUCCESS	鼓舞成功，增加人物{0}的伤害
ENHANCE_BY_COIN_FULL_LEVEL	金币鼓舞次数已满
ENHANCE_BY_STONE_FULL_LEVEL	魔石鼓舞次数已满
ENHANCE_FULL_LEVEL	鼓舞次数已满
BUY_TIME_NOT_ENOUGH	购买次数不足，升级贵族可获得更多购买次数
STONE_NOT_ENOUGH	魔石不足，请充值
SINGLE_CHALLANGE_HINT	组队进行副本可以获得更多经验，是否确定单人挑战？
CONFIRM_SINGLE_CHALLANGE_WHEN_HAVE_TEAM	当前为队伍状态，是否确定单人挑战？
DUNGEON_TIME_NOT_ENOUGH	无副本挑战次数
DUNGEON_LEVEL_NOT_ENOUGH	等级不足，不能进入副本
BOSS_NAME_LEVEL	{0}  <color=#ffffff>等级:{1}</color>
BOSS_RELIVE_TIME	复活时间：{0}
ALREADY_RELIVE2	已复活
LEFT_PIGEON_TIME	剩余飞鸽次数：{0}
NOTENOUGH_PIGEON_TIME	飞鸽次数不足！
BUY_TIME_SUCCESS	成功购买1次副本次数
QUALITY_TIPS	切换游戏品质时，可能会有短暂的卡顿
TOTAL_SCORE	累计积分: {0}
KILL_MONSTER_NUM	击败怪物: {0}
OPTIMIZE_GAME_TIPS	游戏运行较为吃力，是否切换到流畅模式？
PASS_LAYER_UNLOCK	通过第{0}层解锁
PASS_LAYER_REWARD	通过第{0}层奖励
DEMON_CITY_DAILY_REWARD	通过第{0}层
DUPLICATE_EXIT_COUNTDOWN	{0}秒后自动退出副本
DAILY_REWARD_NOT_MEET_LAYER	未达到可领取奖励层数
DAILY_REWARD_ALREADY_GET	奖励已领取
DIALY_QUEST	每日任务
DIALY_QUEST_COMPLETE	每日任务已完成
ESCORT_QUEST_COMPLETE	跑商次数已用完，请明日再来
ESCORTING_CANT_TP	跑商中不能进行此项操作
ESCORT_FAIL_HINT	跑商失败，请重新接取
TIME_OUT_PROMOTE	挑战超时，可通过以下方式提升
CARRIGE_NAME	{0}的{1}
DUPLICATE_OPEN_LEVEL	角色等级达到{0}级后开启该副本
IN_TEAM_STATUS_NOTICE	当前为组队状态，是否确定单人挑战？
NOT_IN_TEAM_STATUS_NOTICE	组队进行副本挑战可以获得更多奖励，是否确定单人挑战？
NO_TARGET_CANT_BROADCAST	未选择目标，不能喊话
NO_TODAY_DUPLICATE_TIMES	今日挑战副本次数已用完，不能进行挑战。
NO_DUPLICATE_TICKIT	进入门票不足，不能进行挑战。
NO_DUPLICATE_TICKIT_NOTICE	进入副本门票不足，您将以助战模式进行组队挑战(助战模式下不会获得副本奖励)
NO_DUPLICATE_TIMES_NOTICE	进入副本次数已用完，您将以助战模式进行组队挑战(助战模式下不会获得副本奖励)
DUNGEON_TICKET_NOT_ENOUGH	副本门票不足，不能进行挑战。
CAN_NOT_CHANGE_ASSIST_STATUS	此地图不可切换此战斗状态
GENDER_NOT_OPEN	该性别暂未开放，敬请期待！
STAR_NUM_TEXT	{0}星
GET_WARD_BY_STAR	获得{0}星掉落
STAR_LEFT_NOTICE	还剩{0}降到{1}星
STAR_FAIL_NOTICE	还剩{0}副本失败
EUDEMON_KNIGHT_LEVEL_OPEN	{0}级{1}开启
HOWMUCH_DUPLICATION_END	距离<color=#4AFF4E>{0}</color>秒副本  结束
DOWN_STAR_NUM	<color=#6a>{0}</color> 后降为{1}星  评价
THREE_STAR_CAN_SWEEP	此副本三星通关才可扫荡
THREE_STAR_CAN_SWEE	上个副本未达到三星通关
LEVEL_HAVE_WHAT	等级达到{0}级
LEVEL_REACH	等级达到
POWER_REACH	战力达到
FEN	份
LEVEL_HAVE_WHAT	等级达到{0}级
WHAT_CAN_ATTACK1	{0}级并三星通关普通模式
REMOVE_FROM_TEAM	{0}被请离了队伍
BE_REMOVE_FROM_TEAM	您被请离了队伍
MEMBER_LEAVE_TEAM	{0}离开了队伍
APPLY_TO_JOIN_TEAM	已向{0}发送入队申请
REFUSE_TO_JOIN_TEAM	{0}拒绝了你的入队申请
TEAM_IS_DISBAND	此队伍招募信息已失效
BE_IN_TEAM	您已在一个队伍中，无法加入其他队伍
CONDITION_NOT_ENOUGH1	不满足{0}的招募条件，不能加入
CONDITION_NOT_ENOUGH2	{0}不满足新目标招募条件
TEAM_INVITE_SUCCESSFUL	已向{0}发送了组队邀请
TEAM_INVITE_REFUSED	{0}拒绝了你的组队邀请
TEAM_JOIN_SUCCESSFUL	{0}加入了队伍
BEGIN_AUTOMTACH	开始自动匹配
CLOSE_AUTOMATCH	关闭自动匹配
PEALSE_CHOOSE_TEAMTARGET	请选择队伍目标
OPEN_AUTO_AGREE	开始自动批准
CLOSE_AUTO_AGREE	关闭自动批准
MENBER_ONLINE	{0}上线了
MEMBER_OFFLINE	{0}离线了
IN_ANOTHER_INSTANCE	{0}正在进行副本，开启失败
IS_OFFLINE	{0}离线，开启失败
COST_LIMITED	{0}道具不足，开启失败
JOIN_ACTIVITY_FALSE4	{0}取消了准备，开启失败
LEVEL_LIMITED	{0}等级不够，开启失败
TIMES_LIMITED	{0}副本次数已用完，开启失败
CD_LIMITED	{0}时间间隔不足，开启失败
FUNCTION_LIMITED	功能未开启,活动开启失败
WHAT_CAN_ATTACK2	{0}级并三星通关困难模式
GET_DROPS_WORD	获得{0}星掉落
WILLBOSS_FOCUS_DIALOG	首领刷新前一分钟刷新
WILLBOSS_FOCUS_TITLE	关注成功
WILLBOSS_RECOMEND_LEVEL	等级超出{0}级，不可获得奖励
WILLBOSS_RECOMEND_KILLNUM	次数{0}/{1}
WILLBOSS_FOCUS_PUSH01	首领即将复活
WILLBOSS_FOCUS_PUSH02	级)还有{0}秒刷新
WAITING	<color=#FFFFFF>等待...</color>
REFUSE_GOTO_INSTANCE	<color=#FF2B2B>离开</color>
ALREADY_GOTO_INSTANCE	<color=#4AFF4E>准备完成!</color>
NOT_APPOINT_KINGHT	该幻兽没有任命圆桌骑士
REFUSE_TEAM_APPLY	{0}拒绝了你的入队申请
TEAM_APPLY_EXPIRED	此队伍招募信息已失效
TEAM_CAPTAIN_CHANGED	{0}成为了队长
CAN_SUIT_NEW_CONDITION	{0}不满足新目标招募条件
TEAM_CREATE_SUCCESS	队伍创建成功
RELIVE_KILLER	您被  <color=#c02B32>{0}</color>  击败！
NULL_NKIGHTS_CAN_APPOINT	没有符合条件的幻兽可任命为{0}
BROADCAST	喊话
AWARD	获取奖励
EXITDUPLICATION_ISTRUE	是否退出副本
CANT_CHANGE_TEAM_TARGET	队员无法修改队伍目标
MEMBER_COUNT_IS_MAX_CANT_INVITE	您的队伍已满员，无法发送组队邀请
TEAM_APPLY_TEAM_NOT_EXIST	队伍招募信息已失效
TEAM_APPLY_COUNT_LIMITED	队伍人数已达上限
TEAM_APPLY_LEVEL_LIMITED	不满足队伍等级要求
TEAM_DEAL_APPLY_ALREADY_HAS_TEAM	对方已在队伍中
TEAM_DEAL_APPLY_COUNT_LIMITED	队伍人数已达上限
TEAM_DEAL_APPLY_LEVEL_LIMITED	对方不满足队伍等级要求
TEAM_DEAL_APPLY_APPLY_EXPIRED	申请已失效
TEAM_DEAL_APPLY_PLAYER_OFFLINE	对方已下线
TEAM_INVITE_ALREADY_HAS_TEAM	对方已在队伍中
OPEN_FUNCTION_AFTER	此功能{0}级后解锁
TEAM_INVITE_COUNT_LIMITED	队伍人数已达上限
TEAM_INVITE_LEVEL_LIMITED	对方不满足队伍等级要求
TEAM_DEAL_INVITE_ALREADY_HAS_TEAM	已在队伍中
TEAM_DEAL_INVITE_COUNT_LIMITED	对方队伍人数已达上限
TEAM_DEAL_INVITE_LEVEL_LIMITED	不满足对方队伍等级要求
MEMBER_LEVEL_LIMITED	队员等级不满足目标要求
CURRENTMAP_CAN_NOT_TRANS	当前地图无法传送进入其他地图
GET_REWARD_RESULT	获得奖励
ITEM_DROP_PERCENT	获得{0}%的物品掉落！
SKIP	{0}正在跑商，无法进入活动
SCORE_GET_REWARD	{0}积分可获得
SCORE_CAL_GET	累计积分: {0}
KILL_MONSTER_RESULT	击败怪物: {0}
STOCK_COUSUME_STO	{0}魔石
IS_PVP_STATE	挑战状态下不能进行地图切换
CHALLENGES	挑战
VIP_LEVEL_INS_TIPS	贵族等级不足，可消耗{0}魔石进入
EQUIP_SUIT_NAME_PREFIX1	【武神】
EQUIP_SUIT_NAME_PREFIX2	【战神】
EQUIP_SUIT_TIPS1_1	<color=#00FF00>可觉醒为武神套装</color>
EQUIP_SUIT_TIPS1_2	<color=#00FF00>已觉醒为武神套装</color>
EQUIP_SUIT_TIPS1_3	<color=#FF0000>需要5阶紫色1星以上装备</color>
EQUIP_SUIT_TIPS1_4	<color=#FF0000>需要先觉醒为武神套装</color>
EQUIP_SUIT_TIPS2_1	<color=#00FF00>可觉醒为战神套装</color>
EQUIP_SUIT_TIPS2_2	<color=#00FF00>已觉醒为战神套装</color>
EQUIP_SUIT_TIPS2_3	<color=#FF0000>需要5阶紫色2星以上装备</color>
EQUIP_SUIT_TIPS_1	<color=#FF8E00>已觉醒套装:</color><color=#00FF00>{0}/{1}</color>
EQUIP_SUIT_TITLE	<color=#FFFFFF>{0}觉醒:{1}/{2}</color>
EQUIP_SUIT_COUNT	【{0}件】
EQUIP_TIPS_SUIT_TITLE	{0}觉醒属性（{1}/{2}）
ITEM_LIMIT_TEXT	道具{0}数量不足
GEM_OPEN_LIMIT_TEXT	{0}阶装备解锁
EQUIP_INHERIT_ERROR_TIPS	必须是相同职业的同部位装备才能传承
EQUIP_INHERIT_ERROR_TIPS1	必须是相同职业的同部位装备才能传承
EQUIP_INHERIT_ERROR_TIPS2	请放入剥离装备
EQUIP_INHERIT_ERROR_TIPS3	请放入传承装备
EQUIP_INHERIT_ERROR_TIPS4	没有相性属性的装备无法剥离
EQUIP_INHERIT_TEXT1	剥离
EQUIP_INHERIT_TEXT2	传承
EQUIP_FORGE_ERROR_TIPS1	请先放入需要锻造的装备
EQUIP_FORGE_NUM_TEXT	锻造次数：{0}/{1}
COIN_LIMIT_TIPS 银币不足
EQUIP_SUIT_ERROR_TIPS1	已经觉醒
EQUIP_SUIT_ERROR_TIPS2	道具不足
DEVELOPPING	努力开发中……
AT_WILL_RACE	任意相性
RACE	相性
EVOLUTION_SCORE	进化评分
MAIN_PROPERTY_SCORE	主属性评分:
INIT_PROPERTY_SCORE	初始属性评分:
VICE_PROPERTY_SCORE	副属性评分:
EQUIP_ENHANCE_LEVEL_TEXT	<color=#00FF00FF>（追加+{0}-{1}）</color>
EQUIP_ENHANCE_LEVEL_TEXT1	<color=#00FF00FF>（追加+{0}）</color>
EQUIP_RARE_PROP_NAME	【极品属性】
EQUIP_GEM_NONE_TEXT	未镶嵌
EQUIP_RACEPROPR_TITLE_TEXT	【相性属性】(锻造次数：{0}/{1})
BUTTON_NAME_SELL	出  售
BUTTON_NAME_EQUIP	穿  戴
BUTTON_NAME_PRICE	上  架
BUTTON_NAME_ENHANCE	追  加
BUTTON_NAME_UNEQUIP	卸  下
BUTTON_NAME_PUTOUT	取  出
BUTTON_NAME_PUTIN	放  入
EQUIPMENT_ERROR_TIPS1	穿戴条件不满足
EQUIPMENT_ERROR_TIPS2	无法卸下已追加的装备
OPEN	开启
UI_TITLE_BAG	背  包
UI_TITLE_WAREHOUSE	仓  库
UI_TITLE_FIGHTVALUE	战斗力
UI_TITLE_ATTRIBUTE	属  性
UI_TITLE_NOBILITY	爵  位
UI_TITLE_DRESS	时  装
UI_TITLE_TITLE	称  号
SKLL_DAMAGE_POWER	伤害倍率     <color=#E2D5C7>{0}%</color>   <color=#62BA3C>{1}</color>
SKILL_ADDITIONAL_DAMAGE	附加伤害     <color=#E2D5C7>{0}</color>   <color=#62BA3C>{1}</color>
NOT_RECORD_REWARD	副本挑战等级提升到{0}-{1}级，扫荡收益将根据新的挑战成绩计算，请先手动完成挑战
PROP_NAME_MAGICATTACK	魔法攻击
PROP_NAME_PHYSICATTACK	物理攻击
PROP_NAME_ARMOR	物理防御
PROP_NAME_RESISTANCE	魔法防御
PROP_NAME_HEALTH	生    命
DRESS_ACTIVATE_CONDITION	激活条件
DRESS_RAISE_CONDITION	升星条件
DRESS_ACTIVATE_TITLE	激活属性
DRESS_RAISE_TITLE	升星提升
DRESS_RAISE_AIREN	第{0}层
THE_OTHER_SIDE_NO_EUDEMONS	对方没有幻兽
BOSS_INFO_TITLE	首领信息
KILL_RECORD	击败记录
BOSS_DROPRECORD_TIPS	{0}-{1} {2}:{3}:{4} <color=#62BA3C>{5}</color>在{8}击败了<color=#62BA3C>{6}</color>，获得了【{7}】
GETPOINT_AIREN	奖励已领取完
RACE_ADD_PROPERTY	{0}相性攻击加成+{1}%
ACTIVITY_TIME	次数：{0}
ACTIVITY_VIP_BUY_TIME	当前贵族次数：{0}
ACTIVITY_VALALITY	活跃度：{0}
BA_MINGCI	第{0}名
BA_FENSHU	{0}分
SHORM_LEVEL	{0}级以上
SHORM_LEVEL2	{0}-{1}级
SHORM_LEVEL3	副本等级提升
BATT_FENSHU	{0}分
BATT_FENSHU2	{0}分奖励
MINDQUIZ	智力问答
MINDQUIZ_END_RANK	第{0}名:{1}
TIP_VALUETIME	道具有效期：
TIP_VALUETIME_RANGE	{0}开始\r\n{1}结束
MINDQUIZ_LADDER_REWARD	第{0}名奖励
MINDQUIZ_NOLADDER_REWARD	未上榜奖励
MINDQUIZ_CURRENT_END	当前题目已结束回答
MINDQUIZ_END_CONTENT_1	{0}月{1}日的智力问答已结束，由{2}获得第一名，恭喜恭喜！
MINDQUIZ_END_CONTENT_2	{0}月{1}日的智力问答已结束，由{2}、{3}两位获得前两名，恭喜恭喜！
MINDQUIZ_END_CONTENT_3	{0}月{1}日的智力问答已结束，由{2}、{3}、{4}三位获得前三名，恭喜恭喜！
MINDQUIZ_ACTIVITYOPENTIME	智力问答每天{0}开始
MINDQUIZ_ANSWERBARRAGE	{0}选择了{1}
UI_FAMEHALL_BATTLETIMES	挑战次数：{0}/{1}
UI_FAMEHALL_EXPERIENCE	获得经验：{0}
UI_FAMEHALL_ACCUMULATEPOINT	获得积分：{0}
UI_FIELDLEADER_KILL	被【{0}】击败
FAME_HALL_BUY_PRICEONE	<color=#492517>是否花费</color>
FAME_HALL_BUY_PRICETWO	<color=#492517>购买</color>
FAME_HALL_BUY_PRICETHREE	<color=#FFD675>一次额外挑战的机会？</color>
UI_FIELLEADER_STEELBOSSCOST_TIPS	前往{0}需要消耗{1}：{2}
UI_THUMBNAILL_DROPTIPS	击败精英怪有<color=#FFD675>特殊物品</color>掉落
UI_THUMBNAILL_BOSSTIPS	又是你，准备承受魔王的诅咒吧
CHANGED_KILLING_PKMODEL	成功切换到全体模式
CHANGED_PEACE_PKMODEL	成功切换到和平模式
CHANGED_LEGION_PKMODEL	成功切换到强制模式
CHANGED_TEAM_PKMODEL	成功切换到队伍模式
CHANGED_CAMP_PKMODEL	成功切换到阵营模式
CHANGED_ALL_PKMODEL	成功切换到全体模式
BATTLEGROUND_MINGCI	第{0}名
BATTLEGROUND_MINGCI2	第{0}-{1}名
BATTLEGROUND_MINGCI3	第{0}名后
COIN_NOT_ENOUGH	金币不足，操作失败
BEP_NOT_ENOUGH	魔石不足，请充值
BEP_NOT_ENOUGH1	您的魔石不足，是否充值？
COLDTIME_DUPLICATE_DOING	副本冷却中，无法进入
EP_STORMCELLAR_NOT_ENOUGH	魔石不足，不能开启减速法阵
SHOR_RWARD	层数奖励:  {0}万
SHOR_RWARD_MAX	最高层数:  {0}层
GOD_PLAYER_INFO	<color=#C0A37E>[玩家 {0}]</color> <color=#ECE7E0>夺取</color> <color=#C0A37E>[玩家 {1}]</color> <color=#ECE7E0>{2}积分</color>
UI_FIELDLEADER_BOSSHOMETITLE	魔王堡垒
UI_FIELDLEADER_STEELBOSSTITLE	钢翼之巢
UI_FIELDLEADER_WILDBOSSTITLE	世界首领
UI_FIELDLEADER_PERSONELTITLE	传奇挑战
UI_FIELDLEADER_DROPTITLE	掉落记录
UI_BOSSINFONUMBERCHANGE	{0:F1}万
UI_FAMEHALLAWWARDTIPS	第{0}名
UI_COMPOSE_EQUIP	被放入的装备带有相性属性，是否继续合成。
UI_COMPOSE_TIP_TITLE	合成提示
strength	力量
intelligence	智力
endurance	耐力
vitality	体质
dexterity	敏捷
physicalAttack	物攻
minPhysicalAttack	最小物攻
maxPhysicalAttack	最大物攻
magicAttack	魔攻
minMagicAttack	最小魔攻
maxMagicAttack	最大魔攻
armor	物防
resistance	魔防
health	生命
hitRating	命中值
dodgeRating	闪避值
criticalRating	暴击值
criticalResistanceRating	抗暴击值
hitChance	命中率
odgeChance	闪避率
criticalChance	暴击率
criticalResistance	抗暴击率
criticalDamage	暴击伤害
criticalDamageReduction	抗暴击伤害
block	格挡率
blockPierce	格挡穿透率
blockDamage	格挡减伤
blockDamagePenetration	格挡减伤穿透
damageIncrease	伤害增加
damageReduction	伤害减免
trueDamageIncrease	伤害增加值
trueDamageReduction	伤害减免值
pvpDamageIncrease	对玩家伤害增加
pvpDamageReduction	受到玩家伤害减免
bossDamageIncrease	对首领伤害增加
finalDamageIncrease	最终伤害增加
finalDamageReduction	最终伤害减免
earth	地幻兽攻击
water	水幻兽攻击
fire	火幻兽攻击
air	风幻兽攻击
moveSpeed	移动速度
battlePower	战斗力
experience	经验
fury	怒气值
xpRecovery	XP值回速
porpertyScore	属性评分
UI_THUMBNAILL_BOSSANGERMAXTIPS	雷霆之罚倒计时
UI_DEMONTIPS_AWARD	通关奖励
UI_COMMONTIPS_AUTOEXIT	<color=#62ba3c>{0}</color>秒后退出活动
UI_COMMONTIPS_AUTOPASS	<color=#62ba3c>{0}</color>秒后自动挑战第<color=#61B63A>{1}</color>层
UI_DEMONSHOPTIPS_LIMIT	<color=#ff6460>{0}层后可购买</color>
UI_FIELLEADER_STEELBOSSENTERCOST	需要消耗{0}{1}个
UI_FIELDLEADER_GOODSNOTENOUGH	物品不足，将消耗{0}魔石进入，优先消耗绑定魔石。
UI_STEELBOSS_EXITTIPS	愤怒的蟒王兽神要将你逐出钢翼之巢
UI_DEMONLADDER_GOLDTEMPLE	黄金圣殿
UI_DEMONLADDER_SILVERTEMPLE	白银圣殿
UI_DEMONLADDER_KYANITETEMPLE	蓝晶圣殿
UI_DEMONLADDER_REDTEMPLE	赤瑕圣殿
UI_DEMONLADDER_BRONZETEMPLE	苍铜圣殿
UI_BOSSLIST_SHENFATIPS	神罚值
UI_TERRITORYBATTLE_ENTERTIPS	请选择任意领地地图进行争夺
UI_TERRITORYBATTLE_COUNTRED	<color=#B94937>进入人数：{0}/{1}</color>
UI_TERRITORYBATTLE_COUNTGREEN	<color=#62BA3C>进入人数：{0}/{1}</color>
UI_TERRITORYTITLE	领地争夺战
UI_TERRITORYNOTOPEN	活动未开启
UI_TERRITORYBLOODTITLE	伤害排名
UI_TERRITORYINTEGRAL	积分
UI_TERRITORYLAGION	军团名
UI_TERRITORYRANK	名次
UI_TERRITORYMYLAGIONRANK	我的军团排名：
UI_TERRITORYBATTLEINTEGRAL	领地战积分：
UI_TERRITORYBOSSHART	累计伤害：
UI_TERRITORYMYINTEGRAL	我的击败：
UI_TERRITORYGOBATTLE	前往争夺
UI_TERRITORYDETAIL	详细战况
UI_TERRITORYCHANGEMAP	更换战场
UI_DEMONCITY_CURLAYER	当前层数：{0}层
UI_TERRITORYENTERCOUNT	参与人数
UI_TERRITORYHART	伤害
UI_TERRITORYHOLD	占领领地
UI_TERRITORYREWARD	参与奖励
UI_TERRITORYPALYERNAME	玩家名称
UI_TERRITORYKILLCOUNT	击败人数
UI_TERRITORYBATTLESITUATION	领地争夺战战况
UI_TERRITORYKILLRANGKING	击败排名
UI_TERRITORYTOTLEINTEGRAL	活动总积分
UI_TERRITORYREPERTITION	领地分配
UI_LEGIONINTEGRALRANK	军团积分排名
UI_PERSONINTEGRALRANK	个人积分排名
UI_RICH_LIST	开服冲榜
UI_RANKREWARD	排名奖励
UI_TERRITORYREPERTITIONDETAIL	领地分配详情
UI_BUTTONINTEGRALRANK	查看积分排名
UI_TERRITORYBATTLEOVER	今日领地战已结束
UI_TERRITORYCONGRATUATE	<color=#c0a37e>恭喜</color><color=#62ba3c>{0}</color><color=#c0a37e>勇夺第一，获得领地</color><color=#62ba3c>{1}</color>
UI_TERRITORYDEFAUL	<color=#c0a37e>很遗憾贵军团未能进入前</color><color=#62ba3c>{0}</color><color=#c0a37e>名，请再接再厉</color>
UI_TERRITORYSUCCESS	<color=#c0a37e>恭喜贵军团获得第</color><color=#62ba3c>{0}</color><color=#c0a37e>名，获得领地</color><color=#62ba3c>{1}</color>
UI_TERRITORYCANNOTDISMISS	领地战活动期间不能踢人
UI_TERRITORYCANNOTQUIT	领地战活动期间不能退出
UI_STILLBATTEL	争夺中
UI_TIPSAVATARTOOMUCH	进入人数过多
UI_INTEGRALINTERVAL	+{0}积分/{1}分钟
UI_TERRITORYCAPINTEGRAL	占领积分
UI_HEADINFONOOWNER	<color=#62ba3c>{0}</color>\n无城主
UI_HEADINFOOWNER	<color=#62ba3c>{0}</color>\n{1}\n{2}
UI_AUTOCLOSENOCOLOR	{0}秒后自动关闭
UI_HEADINFO_TITLE	<color=#d85cf2>{0}</color>
UI_HEADINFO_SERVER	<color=#tt9000>{0}</color>
UI_HEADINFO_TERRITORY	<color=#3c8ae2>{0}</color>
UI_HEADINFO_NAME	<color=#94FFA2>{0}</color>
UI_HEADINFO_SOCIAL	<color=#ff6460>{0}</color>
OPEN_PAYGIFT_COST	开启该礼包需要消耗{0}
UI_DEVILCITYBATTLEPOWER	你的战斗力低于推荐战力，是否继续挑战？
UI_STEELBOSSTIPS	（提升贵族等级增加进入次数）
UI_DEVILCITYPOWERTIPSOK	继续挑战
UI_NOTBATTLE	未占领
UI_BOOKSTITLLE	【{0}】
UI_MONSTERBOSSSLIDER	{0}\n<占领军团-<color=#62ba3c>{1}</color>>
UI_HEADINFO_TERRITORYLIDER	[占领军团-<color=#3c8ae2>{0}</color>]\n{1}
UI_TERRITORYBATTLE_INTEGRAL	领地积分
UI_DEVILCITYPOWERTIPSCANCLE	我要变强
UI_HEGEMONY_TIP_ROUND1	下一轮军团争霸还未开启
UI_HEGEMONY_TIP_ROUND2	当前活动已提前结束，无法进入
ACT_END	当前活动已结束
UI_HEGEMONY_WEEKDAY_R	今日开启
UI_HEGEMONY_WEEKDAY_T	本周{0}
UI_HEGEMONY_WEEKDAY_N	下周{0}
UI_HEGEMONY_WEEKDAY_1	一
UI_HEGEMONY_WEEKDAY_2	二
UI_HEGEMONY_WEEKDAY_3	三
UI_HEGEMONY_WEEKDAY_4	四
UI_HEGEMONY_WEEKDAY_5	五
UI_HEGEMONY_WEEKDAY_6	六
UI_HEGEMONY_WEEKDAY_7	日
UI_HEGEMONY_ROUNDREADY	第{0}轮
UI_HEGEMONY_ROUND	(第{0}轮进行中)
UI_HEGEMONY_GETED	您已领取过奖励，不能再次领取
UI_HEGEMONY_CANNOT_GETED	您的军团不是荣耀军团
UI_HEGEMONY_GETED_SUCCESS	领取工资成功
UI_HEGEMONY_GETED_FAILED	领取工资失败
UI_HEGEMONY_ALLOT_SUCCESS	分配连胜奖励成功
UI_HEGEMONY_ALLOT_FAILED	分配连胜奖励失败
UI_HEGEMONY_SELF_RES	本方资源
UI_HEGEMONY_OTHER_RES	敌方资源
UI_HEGEMONY_ALLOT_BTN	分配奖励
UI_HEGEMONY_ALLOT_WAIT	待分配队员等级不满足目标要求
UI_HEGEMONY_ALLOT_END	已分配
UI_HEGEMONY_JOIN_GROUP	需要加入军团后才能参与该活动
UI_HEGEMONY_EXIT	确定要离开副本吗？
UI_PRACTICEABYSS	本地图为非安全区域，允许挑战
UI_PRACTICECORRIDORS	本地图为非安全区域，允许挑战，且没有挑战惩罚
UI_EXIT_CONFIRM	确定要离开副本吗?
UI_EXIT_CONFIRM_TITLE	退出提示
HINT_GOTO_WORD	【点击前往】
FREIN_NODE	好友
ENEMY_NODE	仇敌
MOSHENGREN	陌生人
HEIMINGDAN	黑名单
LEVEL_LESS_60_TIP	当前玩家低于你的等级超过60级，你无法进行攻击
PK_VALUE_CHANGED_TIPS1	你击败了 {0} 【{1}】,挑战值+1,当前挑战值:{2}
PK_VALUE_CHANGED_TIPS2	你击败了 {0} 【{1}】,挑战值+1,当前挑战值:{2}(已达上限)
PK_KILL_RED_NAME_TIPS	感谢您为民除害击败了十恶不赦的【{0}】
OUTCOME	产出:{0}
LIMITBUY	限购：{0}
BUFFTIME_SECOND	{0}秒
BUFFTIME_MINUTE_SECOND	{0}分钟{1}秒
BUFFTIME_HOUR_MINUTE	{0}小时{1}分钟
ENTER_BATTLEGROUND_NUM	此活动退出副本后在活动时间内，仍可以再进，并不扣除活动次数
STALL_VIP_TIPS	您当前为<color=#58C02BFF>贵族{0}</color>，当前系统扣除交易税降至<color=#58C02BFF>{1}%</color>
STALL_VIP_TIPS2	系统交易税为<color=#58C02BFF>{0}%</color>\n成为<color=#58C02BFF>贵族{1}</color>，系统扣除交易税降至<color=#58C02BFF>{2}%</color>
STALL_SEARCH_TIPS	请输入搜索物品的名字
CURRENT_FIGHTVALUE	当前战力：{0}	
MAX_PROMOTE	最大提升<color=#62BA3CFF>+{0}</color>
CHOSE_ITEM_TIPS	请选中吞噬物品
TALIMANS_RANK_TEXT	{0}阶圣徽
TALIMANS_RANK_STAR_TEXT	{0}阶{1}星
TALIMANS_NO_GOODS	没有足够物品
ACTIVTYBATTLEGROUND	活动已开启十分钟,不能进入
Social_FriendsLimit	好友人数已达上限，请清理人数
Social_BlackListLimit	黑名单已达上限，请进行清理
Social_OtherFriendsIsMax	对方好友已达上限
UI_FIELELEADER_MAXNUMBER	单日世界首领击败达到上限，无法再对首领造成伤害
FLY_SHOE_LIMIT_TIPS	距离过近，不需要使用小飞鞋噢
OPEN_LADDERS_ACTIVITY_COUNTDOWN	活动倒计时:{0}
ACTIVITY_OVER	<color=#FF6460FF>活动已结束</color>
WEARING	佩 戴
UNWEAR	取 下
UPGRADE	升 级
ACTIVATET	激 活
HIDE_TEXT	<color=#FF6460FF>隐藏</color>
SKILL_UNLOCK_TEXT	{0}阶激活
RICHLIST_KING_TIPS	获得所有榜第1的角色，将获得至高荣誉“带头大哥”
RICHLIST_LIST_TIPS	冲榜结算时间为23点，请提前一小时冲榜！冲榜称号活动结束直接获取
SKILL_TYPE_TEXT	技能类型：攻击触发
INSAMEACTIVITY	已在此活动中，无法切换
SKILL_ACT_REQ	{0}阶1星自动激活
TALIMANS_SKILL_DES	[法宝]{0}
EXIT_DUPLICATION_ZERO_SCORE	退出副本你此次获得的积分为0.是否退出
STALL_ONSUBITEM	设置密码后，购买时必须输入正确的密码\n点击OK建关闭界面
STALL_ONBUYITEM	请输入正确的六位数密码
STALL_ONSERPWD_TIPS	设置交易密码为<color=#58C02BFF>{0}</color>！该物品上架后其他人必须输入正确的密码才可以购买此道具，您确认操作吗？
STALL_ONINPUTPWD_ERRO	密码错误
STALL_ONINPUTPWD_THRICE_ERRO	连续输入3次交易密码，请购买无密码商品
